high_shear_rep1	high_shear_rep2	high_shear_rep3	high_shear_rep4	low_shear_rep1	low_shear_rep2	low_shear_rep3	low_shear_rep4
ENSGALG00010001699	7.32433097437484	6.11234315332919	5.94858257956552	5.73609513195057	6.46575186887703	6.27189681373199	6.41653360194057	6.31204429466839
ENSGALG00010001701	7.73638932274037	7.91632326350215	7.43412128080426	7.8435652595922	7.69461407168468	7.53289512196842	7.75722012252486	7.02936728261422
ENSGALG00010001704	1.7060202137493	2.63022570750694	2.49677741305403	1.78709772721589	1.46906807452346	2.03410493115519	0.516568584354002	2.30567787164098
ENSGALG00010001706	0.940658851555223	0.644567425150722	0.130098997926984	-0.0910077401874323	0.747385073411103	1.04225261447349	1.17248304438601	1.0593724601715
ENSGALG00010001710	3.91196270617404	4.08659672818454	4.38730104509066	4.43953446976645	3.63458234800227	3.98222631185464	4.28882542038154	4.37497730704192
ENSGALG00010001712	7.33770346173678	7.32834824967965	7.01205313453384	6.87892406924101	7.47236331361376	6.92856082802984	7.40580421263155	7.16417142789762
ENSGALG00010001713	3.48187998191102	2.8260113199293	2.37227788350573	2.83866618460091	3.03858435752724	2.55517799647252	2.84692632349183	2.30567787164098
ENSGALG00010001714	-1.22779322515687	-0.1195126600748	-0.968455355914254	-1.28646388576436	-0.763502417112195	-1.84826276498508	-1.17652628674874	-1.22346997691006
ENSGALG00010001728	1.7060202137493	1.69353269945281	2.08551794062917	1.78709772721589	1.62282167273194	2.24245372081338	1.06302252505029	2.39095562292461
ENSGALG00010001731	2.05590933163879	1.80388264370431	2.66544087042464	2.12987491657039	1.62282167273194	2.38986224421907	2.24010853301831	2.43177579701191
ENSGALG00010001738	4.00876768268091	3.61273993472984	3.68676373103492	3.68250462207902	3.75591185302913	4.08316914213556	3.62058805092459	3.65772739615257
ENSGALG00010001745	0.230433385122822	0.962684980589854	1.31865052593962	1.17705475008144	0.277080644938153	0.373897576402269	0.516568584354002	0.0431356875406291
ENSGALG00010001752	6.34548371005827	5.98343549418383	6.60325278496072	6.50547689764934	6.11026738816535	6.4483590002376	5.70472592114716	5.93640925072657
ENSGALG00010001753	5.50300678224701	5.21117896494263	5.17831561102039	5.23135672159347	5.57292277836514	5.56577647212613	5.91621778537599	5.64243957098936
ENSGALG00010001771	4.23142587717874	4.01956589989548	4.37112540406347	4.19067314816388	4.19655406858919	3.97056172194042	4.3714993605986	4.24357832104437
ENSGALG00010001774	-0.463038075147805	-1.29945025666058	-0.215843727273292	-1.28646388576436	-0.763502417112195	-1.30403507626092	-1.17652628674874	-1.84826276498508
ENSGALG00010001785	2.05590933163879	1.51036162424355	2.61138137131623	2.60780601217007	2.59394611234272	3.2772942474717	2.28954380476005	2.54773264627302
ENSGALG00010001786	2.24945451346088	2.17632961730669	3.03752670502924	3.38671224195961	3.26571661448402	3.6285321232824	2.0807461442871	3.21865994033216
ENSGALG00010001796	5.04273376545766	5.45052208817398	6.09857287480944	6.12849745875633	5.44472335656973	4.97534239688363	4.66166037411813	4.91801273553211
ENSGALG00010001807	4.24284319545222	4.10826566815849	4.22577680015205	4.15898758699413	4.25653302752496	4.53514968438273	4.57460017364842	4.42638088756233
ENSGALG00010001817	7.14122378328235	7.57588206234317	7.73519281789245	7.34096122540016	7.57132690661764	7.1733477589878	7.57733392569766	7.32720854978134
ENSGALG00010001820	4.49281465761159	4.42553992688226	4.74829643525033	3.96496943210212	4.30278311147887	5.38865377279443	3.52061957864658	5.58025343822636
ENSGALG00010001822	1.63846880622943	1.63502213860672	3.59224256549718	3.38671224195961	2.47779943546157	2.24245372081338	1.7684236464976	1.50418768772505
ENSGALG00010001825	4.69752924237557	5.04697536500564	4.53980222628817	4.82996600301469	4.39105961052873	4.1876199681048	4.25189005434257	4.13652647209118
ENSGALG00010001827	-0.795324625722261	0.385333520629478	0.53042868294497	0.898760069086742	0.277080644938153	-0.345953546406941	0.139038437216578	-0.184709854894244
ENSGALG00010001829	4.82453855413338	4.81629398953469	4.56845925847547	4.8366575392443	4.72411068693017	4.75507123668462	5.14390174853201	5.24446619845236
ENSGALG00010001831	2.53598683661896	2.9749762895225	3.34966196380098	2.94157509125587	3.37798569584025	3.33301640182735	2.42843227169161	3.58720475743566
ENSGALG00010001834	5.69395296127202	5.19101239231077	5.24196476766457	5.43027209499265	5.3487868488066	5.1917338194179	5.34434915255262	5.13130003804523
ENSGALG00010001837	4.74647731835283	4.76946224431764	4.91934779034469	4.42184336093694	4.7070153319265	5.81114195902158	4.95766136126132	5.44222559089233
ENSGALG00010001838	3.27501662064512	3.15232470937428	3.46083931315355	3.127686114211	3.24217498757852	3.17935690534525	2.67156846032394	3.21865994033216
ENSGALG00010001839	2.24945451346088	1.37390184911754	2.88639017503	2.40664318895356	2.21302297978195	2.81204373972085	2.63378593622879	2.72241583259905
ENSGALG00010001843	3.36135261966791	3.72919598693054	3.90470433448643	3.75494402481191	2.92489191939174	3.00735872215808	3.36789486533867	2.84837151711787
ENSGALG00010001854	0.696810828525329	0.385333520629478	0.408923916104289	0.997611009360376	0.451445205773827	-0.129650156105952	0.815515104397939	0.834286568370389
ENSGALG00010001858	4.38358841102265	5.13932707322784	3.88205214333718	3.83732739847906	5.13535325362688	5.02129522762503	4.75260534612284	5.55737809509132
ENSGALG00010001860	1.56759839242602	1.2231734238114	2.23601101036032	1.41024937963854	1.29695195103405	2.16268742943574	1.7684236464976	1.95988995974178
ENSGALG00010001865	2.05590933163879	1.69353269945281	3.52072283317126	3.08336044521565	3.77244076353652	3.29610844770871	1.96380024658088	3.69173672891407
ENSGALG00010001866	2.15592513047661	1.74976248068317	2.12463834612948	2.29446118957585	2.59394611234272	2.38986224421907	2.91150690565323	2.26107105357719
ENSGALG00010001869	-0.795324625722261	0.385333520629478	0.746471563317708	-0.568300746771756	0.0787074138684723	-0.345953546406941	0.516568584354002	0.23985712228246
ENSGALG00010001878	-1.22779322515687	-1.29945025666058	-1.34230598136404	-1.28646388576436	-1.20624371979633	-0.600506254200078	-0.37371376382626	-0.184709854894244
ENSGALG00010001879	2.9242245467077	3.13131229287946	2.81643393374969	3.14934849145355	3.11833493701118	3.21933313359873	3.19706733119086	3.0970365481579
ENSGALG00010001885	7.62627538996406	6.79727456790699	4.8215514361406	5.7609330703683	5.72077556023251	5.41901077995318	6.25482046272778	6.45008316009839
ENSGALG00010001886	5.22648335894739	5.3079883627428	5.2375103599171	5.25652646716857	5.33772250709447	4.8279895504626	5.02488455313237	4.9323079269254
ENSGALG00010001890	6.6983946929492	7.15309928524797	6.2871040016128	5.58134567190159	6.74655430092742	7.5864179365499	7.02660015501214	7.588699368379
ENSGALG00010001895	3.88306764672613	4.17138557832817	4.30454581175385	4.27191580015984	3.03858435752724	2.67501665401942	2.70838670327065	3.04536324326865
ENSGALG00010001897	1.83231589756232	2.8260113199293	3.59224256549718	2.86508973459115	3.01099012810944	3.52068281074752	1.83653172161826	2.99177017146276
ENSGALG00010001899	5.19743805044726	5.00138165551035	4.58958455181104	4.6891725044629	4.51410500762283	5.44874216054269	5.39039289999445	5.47677157572088
ENSGALG00010001901	4.38358841102265	4.96621515645414	5.16430333780913	4.2010822213301	5.72077556023251	4.29440398823749	4.74376453703198	4.67614900902868
ENSGALG00010001903	3.51991746059708	3.2723512709589	3.34966196380098	3.21244983701967	3.46190637773466	3.38666615850228	3.45713499354337	3.65772739615257
ENSGALG00010001911	-0.795324625722261	-0.902833209971187	-0.671815863180859	-0.8831491731573	0.451445205773827	-0.600506254200078	-0.0946767261305663	-0.455413424743092
ENSGALG00010001912	5.18565419207336	5.61848519003947	5.0822222916715	5.15845162495385	5.37066417608241	5.99222106624728	5.52548109448564	5.79102799217916
ENSGALG00010001918	0.230433385122822	-0.902833209971187	-0.0325279449397175	0.267023655877757	0.277080644938153	0.851927019356677	0.139038437216578	0.412944679645569
ENSGALG00010001925	-0.193139121154759	-1.84826276498509	-0.968455355914254	-0.310005494859499	-1.20624371979633	-0.909804571258982	-1.84826276498509	-1.22346997691006
ENSGALG00010001928	1.83231589756232	2.47208650604207	2.12463834612948	2.21451383332181	2.70143489150475	2.28074175154059	2.74428866314837	2.58440238076204
ENSGALG00010001936	-1.84826276498509	-1.84826276498509	-0.968455355914254	-1.28646388576436	-1.84826276498509	-0.909804571258982	-0.37371376382626	-1.22346997691006
ENSGALG00010001938	2.86634798898345	3.10998930799414	2.88639017503	2.99040162019204	3.37798569584025	2.42447562826953	2.51411196887114	2.26107105357719
ENSGALG00010001952	5.73090916642094	5.15502801584849	4.8741505241418	4.95208321614588	5.19174407398986	5.34414765354284	5.56114446167674	5.4571324183324
ENSGALG00010001957	6.01349923164337	6.53262520105464	5.66986421067427	6.18202591643248	5.74191221605669	5.6002481590607	5.9778336621124	5.44721166704335
ENSGALG00010001966	3.34024814553247	3.55078584171483	3.5497575532888	2.99040162019204	3.56037626298489	2.64597724221844	2.97332005126175	3.12219532790611
ENSGALG00010001976	2.42007920765271	1.63502213860672	2.52629312695738	1.09012100542586	0.0787074138684723	-0.600506254200078	0.516568584354002	0.951214740870187
ENSGALG00010001982	7.69957503450871	7.35124573710725	7.69920116496433	7.29917912989418	7.34692257363863	8.13781752471446	7.79942661422667	8.63649551963454
ENSGALG00010001994	-1.84826276498509	-1.84826276498509	-0.671815863180859	-0.8831491731573	-1.84826276498509	-0.909804571258982	-1.84826276498509	-1.22346997691006
ENSGALG00010001997	3.31883035544004	3.48605139103695	3.33305628637564	3.10569350692716	3.72227483508139	3.70091198125278	3.49976691461686	3.39415967309006
ENSGALG00010001999	-1.84826276498509	-0.592071347233871	-0.671815863180859	-1.28646388576436	-0.425203852136823	-1.30403507626092	-1.84826276498509	-1.22346997691006
ENSGALG00010002012	0.0341366281333562	1.37390184911754	1.6218257559003	0.553634567982888	1.29695195103405	1.68024711434963	-0.0946767261305663	1.15998411546665
ENSGALG00010002013	2.29403949177108	1.44374454571659	1.56607452098095	1.41024937963854	0.747385073411103	2.03410493115519	1.27422103136335	1.84369179653699
ENSGALG00010002015	2.49837622563648	1.37390184911754	2.76783786657183	2.94157509125587	1.88847785966485	1.94154013954863	2.94274450586122	1.78188360135625
ENSGALG00010002023	2.74312610558261	2.47208650604207	2.99593596443576	2.29446118957585	1.82650776774774	4.33135501870076	2.42843227169161	4.09900142050161
ENSGALG00010002034	2.42007920765271	2.71740590853589	3.22919627652198	2.54381842976552	2.80146747921158	3.29610844770871	3.117172865711	3.41466885233845
ENSGALG00010002036	3.62835908627121	3.5665255682874	3.33305628637564	3.90255959169508	3.73919137441836	3.4213553930189	4.0371393241016	2.99177017146276
ENSGALG00010002039	4.53985477305472	4.28989973946218	4.07415404901113	4.00115922312826	4.58131566234618	4.5272089055531	5.12359952883648	4.88899026483024
ENSGALG00010002045	-1.22779322515687	-1.29945025666058	-0.671815863180859	-0.8831491731573	0.875321047710539	-1.84826276498508	-1.84826276498509	-1.22346997691006
ENSGALG00010002054	2.77493221154034	2.77273034361502	3.2820606935044	2.69876159563334	3.11833493701118	3.78323116938913	3.06134092956376	3.53195412158637
ENSGALG00010002065	4.80156044826665	4.61152367270043	4.79147923840136	4.61326376597405	4.8771466023842	4.86626256851297	4.88715212824432	4.81377217630394
